Vĩ độ,Kinh độ,Tỉnh,Huyện,Xã,Tiểu vùng,Thửa đất,Lô đất,Chủ rừng,Loại đất,Nguồn gốc tài nguyên rừng,Ngày,Độ ưu tiên,Trạng thái
11.2387,108.055531,Lâm Đồng,Di Linh,Sơn Điền,737A,6.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-08-05,Trung bình,Chưa xác minh
11.8042,107.956769,Lâm Đồng,Di Linh,Đinh Trang Thượng,607,1.0,12.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-09-10,Thấp,Chưa xác minh
11.5493,108.218987,Lâm Đồng,Di Linh,Tam Bố,671,7.0,3.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng trồng khác,Rừng trồng,2018-09-10,Thấp,Chưa xác minh
11.5197,108.235134,Lâm Đồng,Di Linh,Tam Bố,677,1.0,13.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.5081,108.045294,Lâm Đồng,Di Linh,Gung Ré,661A,4.0,13.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-09-10,Thấp,Chưa xác minh
11.4769,108.246628,Lâm Đồng,Di Linh,Tam Bố,701,2.0,2.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4482,108.06346,Lâm Đồng,Di Linh,Gung Ré,694,4.0,4.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên hỗn hợp lá rộng và lá kim trung bình,Rừng tự nhiên,2018-09-10,Trung bình,Chưa xác minh
11.4342,107.997445,Lâm Đồng,Di Linh,Hòa Bắc,692,3.0,16.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tự nhiên lá kim trung bình,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4272,108.261971,Lâm Đồng,Di Linh,Tam Bố,702,5.0,2.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4241,108.255104,Lâm Đồng,Di Linh,Tam Bố,702,6.0,5.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4188,108.208544,Lâm Đồng,Di Linh,Tam Bố,704,6.0,4.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4156,108.055498,Lâm Đồng,Di Linh,Gung Ré,709A,3.0,6.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4098,108.298974,Lâm Đồng,Di Linh,Tam Bố,726,6.0,2.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Trung bình,Chưa xác minh
11.4064,108.119094,Lâm Đồng,Di Linh,Bảo Thuận,707A,6.0,3.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3963,108.071825,Lâm Đồng,Di Linh,Gia Bắc,708,6.0,16.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên lá kim trung bình,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3951,107.972467,Lâm Đồng,Di Linh,Hòa Bắc,712,4.0,5.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3913,108.196417,Lâm Đồng,Di Linh,Tam Bố,723,3.0,9.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3852,107.970513,Lâm Đồng,Di Linh,Hòa Bắc,712,6.0,10.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3807,108.078513,Lâm Đồng,Di Linh,Gia Bắc,708,11.0,17.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên lá kim trung bình,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3731,108.058121,Lâm Đồng,Di Linh,Sơn Điền,709B,9.0,32.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3721,108.159137,Lâm Đồng,Di Linh,Bảo Thuận,722,11.0,5.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên lá rộng rụng lá nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3718,108.159271,Lâm Đồng,Di Linh,Bảo Thuận,722,11.0,5.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên lá rộng rụng lá nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3627,108.116098,Lâm Đồng,Di Linh,Gia Bắc,719,8.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3395,108.187658,Lâm Đồng,Di Linh,Bảo Thuận,742,3.0,5.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3333,108.153486,Lâm Đồng,Di Linh,Gia Bắc,731,8.0,2.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.3327,108.205894,Lâm Đồng,Di Linh,Bảo Thuận,743,6.0,10.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên lá rộng rụng lá nghèo,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.2987,108.067335,Lâm Đồng,Di Linh,Gia Bắc,735,4.0,6.0,Cộng đồng thôn Đà Hòng,Rừng tre tầm võng tự nhiên,Rừng tự nhiên,2018-09-10,Trung bình,Chưa xác minh
11.2831,108.110493,Lâm Đồng,Di Linh,Gia Bắc,739,6.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-10,Thấp,Chưa xác minh
11.4637,107.994287,Lâm Đồng,Di Linh,Hòa Bắc,688,8.0,3.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.4349,107.931818,Lâm Đồng,Di Linh,Hòa Bắc,690,2.0,1.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng trồng khác,Rừng trồng,2018-09-22,Thấp,Chưa xác minh
11.4221,107.977901,Lâm Đồng,Di Linh,Hòa Bắc,711,4.0,9.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.3915,108.067688,Lâm Đồng,Di Linh,Gia Bắc,708,7.0,15.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng gỗ không có trữ lượng,Rừng trồng,2018-09-22,Thấp,Chưa xác minh
11.3731,108.058211,Lâm Đồng,Di Linh,Sơn Điền,709B,9.0,32.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.2882,108.051166,Lâm Đồng,Di Linh,Sơn Điền,734,8.0,3.0,Công ty TNHH xuất nhập khẩu Tiến Lê,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-22,Cao,Chưa xác minh
11.4443,108.143371,Lâm Đồng,Di Linh,Bảo Thuận,706,1.0,3.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.4106,108.123824,Lâm Đồng,Di Linh,Bảo Thuận,707A,5.0,2.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên hỗn hợp lá rộng và lá kim nghèo,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.4065,108.119161,Lâm Đồng,Di Linh,Bảo Thuận,707A,6.0,3.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-09-22,Trung bình,Chưa xác minh
11.312,108.092195,Lâm Đồng,Di Linh,Gia Bắc,735,2.0,12.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng phục hồi,Rừng tự nhiên,2018-09-22,Cao,Chưa xác minh
11.2831,108.110583,Lâm Đồng,Di Linh,Gia Bắc,739,6.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.5574,108.152848,Lâm Đồng,Di Linh,Bảo Thuận,665,8.0,6.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.4482,108.063541,Lâm Đồng,Di Linh,Gung Ré,695,3.0,1.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-09-22,Trung bình,Chưa xác minh
11.3872,108.07019,Lâm Đồng,Di Linh,Gia Bắc,708,8.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên lá kim trung bình,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.4826,108.032206,Lâm Đồng,Di Linh,Gung Ré,686B,1.0,7.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-09-22,Thấp,Chưa xác minh
11.5227,108.215937,Lâm Đồng,Di Linh,Tam Bố,676,5.0,3.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-09-22,Thấp,Chưa xác minh
11.7611,107.988763,Lâm Đồng,Di Linh,Đinh Trang Thượng,609,2.0,7.0,Ban Quản lý rừng Tân Thượng,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-10-16,Thấp,Chưa xác minh
11.6028,108.142316,Lâm Đồng,Di Linh,Dinh Lac,647A,1.0,18.0,Ủy ban nhân dân xã,Rừng trồng khác,Rừng trồng,2018-10-16,Thấp,Chưa xác minh
11.4907,108.004132,Lâm Đồng,Di Linh,Liên Đầm,660B,4.0,67.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-10-16,Thấp,Chưa xác minh
11.3878,108.055695,Lâm Đồng,Di Linh,Sơn Điền,709B,9.0,1.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng khác,Rừng trồng,2018-10-16,Cao,Chưa xác minh
11.3768,107.995275,Lâm Đồng,Di Linh,Sơn Điền,715,3.0,3.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-10-16,Thấp,Chưa xác minh
11.3349,108.154133,Lâm Đồng,Di Linh,Gia Bắc,731,8.0,1.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-10-16,Thấp,Chưa xác minh
11.2393,108.055875,Lâm Đồng,Di Linh,Sơn Điền,737A,6.0,7.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-10-16,Thấp,Chưa xác minh
11.5277,108.041554,Lâm Đồng,Di Linh,Liên Đầm,660A,2.0,18.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng khác,Rừng trồng,2018-10-28,Thấp,Chưa xác minh
11.5251,108.150423,Lâm Đồng,Di Linh,Bảo Thuận,674,2.0,1.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-10-28,Trung bình,Chưa xác minh
11.5185,108.243129,Lâm Đồng,Di Linh,Tam Bố,677,2.0,15.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-10-28,Thấp,Chưa xác minh
11.402,108.046474,Lâm Đồng,Di Linh,Sơn Điền,709B,3.0,9.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-10-28,Thấp,Chưa xác minh
11.3748,108.158642,Lâm Đồng,Di Linh,Bảo Thuận,722,11.0,1.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-10-28,Thấp,Chưa xác minh
11.3731,108.155274,Lâm Đồng,Di Linh,Bảo Thuận,721,10.0,6.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên lá rộng rụng lá nghèo,Rừng tự nhiên,2018-10-28,Thấp,Chưa xác minh
11.3729,108.15448,Lâm Đồng,Di Linh,Bảo Thuận,721,9.0,6.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-10-28,Trung bình,Chưa xác minh
11.7783,107.9053401,Lâm Đồng,Di Linh,Đinh Trang Thượng,606,6.0,10.0,Ban Quản lý rừng Tân Thượng,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.6899,108.0477796,Lâm Đồng,Di Linh,Tân Thượng,618B,5.0,2.0,Ủy ban nhân dân xã,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.6891,108.0483742,Lâm Đồng,Di Linh,Tân Thượng,618A,8.0,2.0,Ủy ban nhân dân xã,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.6197,108.0214825,Lâm Đồng,Di Linh,Tân Châu,621B,3.0,2.0,Ban Quản lý rừng Tân Thượng,Rừng trồng khác,Rừng trồng,2018-11-09,Trung bình,Chưa xác minh
11.5956,108.1948595,Lâm Đồng,Di Linh,Tam Bố,645,7.0,5.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng trồng gỗ không có trữ lượng,Rừng trồng,2018-11-09,Trung bình,Chưa xác minh
11.5545,108.1422482,Lâm Đồng,Di Linh,Bảo Thuận,665,8.0,5.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng trồng khác,Rừng trồng,2018-11-09,Thấp,Chưa xác minh
11.5461,108.121259,Lâm Đồng,Di Linh,Bảo Thuận,664,6.0,14.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5428,108.1916368,Lâm Đồng,Di Linh,Tam Bố,672,1.0,51.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.5397,108.1922394,Lâm Đồng,Di Linh,Tam Bố,672,1.0,51.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.538,108.1861034,Lâm Đồng,Di Linh,Tam Bố,672,1.0,51.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5379,108.186174,Lâm Đồng,Di Linh,Tam Bố,672,4.0,3.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5342,108.2281271,Lâm Đồng,Di Linh,Tam Bố,676,2.0,2.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng trồng khác,Rừng trồng,2018-11-09,Trung bình,Chưa xác minh
11.5288,108.206333,Lâm Đồng,Di Linh,Tam Bố,671,15.0,10.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.5284,108.2598376,Lâm Đồng,Di Linh,Tam Bố,678,2.0,8.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.5281,108.207367,Lâm Đồng,Di Linh,Tam Bố,671,15.0,10.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5279,108.2325064,Lâm Đồng,Di Linh,Tam Bố,676,2.0,11.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5278,108.0415728,Lâm Đồng,Di Linh,Liên Đầm,660A,2.0,18.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng khác,Rừng trồng,2018-11-09,Thấp,Chưa xác minh
11.5265,108.2117778,Lâm Đồng,Di Linh,Tam Bố,671,15.0,14.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5262,108.2807235,Lâm Đồng,Di Linh,Tam Bố,678,4.0,4.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.525,108.2690903,Lâm Đồng,Di Linh,Tam Bố,678,3.0,8.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.5242,108.2236355,Lâm Đồng,Di Linh,Tam Bố,676,1.0,8.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5089,108.0414278,Lâm Đồng,Di Linh,Gung Ré,661A,4.0,48.0,Ủy ban nhân dân xã,Rừng tự nhiên lá kim trung bình,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.5033,108.1371368,Lâm Đồng,Di Linh,Bảo Thuận,682,5.0,2.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên thường xanh lá rộng trung bình,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.501,108.0774796,Lâm Đồng,Di Linh,Gung Ré,662B,8.0,60.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-11-09,Thấp,Chưa xác minh
11.4965,108.2259519,Lâm Đồng,Di Linh,Tam Bố,680,1.0,6.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.4842,108.0136368,Lâm Đồng,Di Linh,Liên Đầm,660B,5.0,25.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng khác,Rừng trồng,2018-11-09,Cao,Chưa xác minh
11.4686,108.0124939,Lâm Đồng,Di Linh,Liên Đầm,660B,7.0,59.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-11-09,Thấp,Chưa xác minh
11.3899,108.0449766,Lâm Đồng,Di Linh,Sơn Điền,709B,5.0,18.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.3812,108.0776593,Lâm Đồng,Di Linh,Gia Bắc,708,11.0,16.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.3783,107.940553,Lâm Đồng,Di Linh,Hòa Bắc,713,2.0,5.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.3748,108.1586424,Lâm Đồng,Di Linh,Bảo Thuận,722,11.0,1.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.3729,108.1544802,Lâm Đồng,Di Linh,Bảo Thuận,721,9.0,6.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Trung bình,Chưa xác minh
11.3709,108.0004502,Lâm Đồng,Di Linh,Sơn Điền,715,5.0,5.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-09,Thấp,Chưa xác minh
11.8007,107.9065003,Lâm Đồng,Di Linh,Đinh Trang Thượng,606,2.0,2.0,Ban Quản lý rừng Tân Thượng,Rừng tre tầm võng tự nhiên,Rừng tự nhiên,2018-11-21,Trung bình,Chưa xác minh
11.7782,107.9053464,Lâm Đồng,Di Linh,Đinh Trang Thượng,606,6.0,10.0,Ban Quản lý rừng Tân Thượng,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
11.6196,108.0214921,Lâm Đồng,Di Linh,Tân Châu,621B,3.0,2.0,Ban Quản lý rừng Tân Thượng,Rừng trồng khác,Rừng trồng,2018-11-21,Thấp,Chưa xác minh
11.5923,108.1975574,Lâm Đồng,Di Linh,Tam Bố,645,3.0,6.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
11.5211,108.0266213,Lâm Đồng,Di Linh,Liên Đầm,660A,5.0,3.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-11-21,Thấp,Chưa xác minh
11.5103,108.0811338,Lâm Đồng,Di Linh,Gung Ré,662B,9.0,27.0,Công ty cổ phần Tập đoàn Tân Mai,Rừng trồng khác,Rừng trồng,2018-11-21,Thấp,Chưa xác minh
11.4969,108.0561522,Lâm Đồng,Di Linh,Gung Ré,685,1.0,6.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng trồng khác,Rừng trồng,2018-11-21,Trung bình,Chưa xác minh
11.4425,107.9908797,Lâm Đồng,Di Linh,Hòa Bắc,692,3.0,19.0,Ban Quản lý Rừng phòng hộ Hòa Bắc - Hòa Nam,Rừng tự nhiên thường xanh lá rộng nghèo,Rừng tự nhiên,2018-11-21,Trung bình,Chưa xác minh
11.43,108.0336419,Lâm Đồng,Di Linh,Sơn Điền,693,5.0,5.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-21,Trung bình,Chưa xác minh
11.379,108.2640597,Lâm Đồng,Di Linh,Tam Bố,727,6.0,1.0,Công ty TNHH một thành viên lâm nghiệp Tam Hiệp,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
11.3729,108.1595767,Lâm Đồng,Di Linh,Bảo Thuận,722,11.0,5.0,Công ty TNHH một thành viên lâm nghiệp Bảo Thuận,Rừng tự nhiên lá rộng rụng lá nghèo,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
11.3722,108.0300037,Lâm Đồng,Di Linh,Sơn Điền,716,1.0,12.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
11.3709,108.0004502,Lâm Đồng,Di Linh,Sơn Điền,715,5.0,5.0,Công ty TNHH một thành viên lâm nghiệp Di Linh,Rừng tre tự nhiên hỗn hợp,Rừng tự nhiên,2018-11-21,Thấp,Chưa xác minh
19.0593,104.586015,Nghệ An,Tương Dương,Tam Quang,713,2.0,2.0,Vườn quốc gia Pù Mát,Rừng tự nhiên thường xanh lá rộng giàu,Rừng tự nhiên,2018-09-08,Trung bình,Chưa xác minh
